subject_id,question,chunk_id,chunk_text,response_control,response_generation,response_justification,response_regulation,llm_comment
33,2,5,That's kind of what I thought about.,0,0,0,0,
33,2,6,So my response is second place.,0,0,0,0,
33,3,1,"It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. In which country would you bury the survivors?",0,80,0,0,Story Construction
33,3,2,"So right away, I've heard this one from when I, it reminded me of like actually being in elementary school and in a certain classroom where I think I heard this. And it's one of those sort of riddles.",0,10,0,0,Memory Recall
33,3,3,"And sadly, this makes me feel terrible to admit this, but I was in gifted class. I'm still not sure what that means.",0,0,0,0,Social Comment
33,3,4,And I remember we had sort of riddles like this we would go through. So in which country would you bury the survivors?,0,10,0,0,
33,3,5,"Survivors don't need to be buried because they are still alive. You wouldn't bury them unless you were a bit sadistic and were trying to kill them to begin with, which is potentially something crazy enough to happen in the US.",80,20,90,10,
33,3,6,So who knows? So my response is you wouldn't bury them.,80,20,40,10,
33,3,7,"Bury them. Oh, we're not busy though. Bury them.",80,0,0,0,
33,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird?",0,20,0,0,Reading Aloud
33,4,2,Right away I'm a bit stumped. I'm kind of looking at what's the trick.,20,60,0,80,
33,4,3,They're racing to the top of a coconut tree. Is there something special about coconut?,20,80,0,10,
33,4,4,"Well, a monkey probably wouldn't be in the same climate as a coconut tree. Or sorry, a squirrel, I meant.",20,60,10,10,
33,4,5,And racing. What am I missing? Am I missing something?,20,40,0,80,
33,4,6,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Well, a bird would fly, so I'm not sure how it would race.",20,60,10,10,
33,4,7,"Who will get the banana first? A monkey, a squirrel, or a bird?",0,0,0,0,Reading Aloud
33,4,8,"Okay, well, I can't see the trick to this right away. So I'm going to rule out the squirrel, I think.",20,60,10,40,
33,4,9,Because I can't imagine a squirrel being in the same place a coconut tree was. Even though he is racing.,20,40,10,10,
33,4,10,I do think a monkey would probably be faster. And a bird... I guess it depends where they all started from and we don't know that so I'm gonna say I don't know or unable to determine to determine,20,60,40,80,
33,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.",0,80,0,0,Imagination/Scenario Construction
33,5,2,"What color were the stairs, probably?",0,20,0,0,Reading Aloud
33,5,3,"Okay, so right away I think the trick in this is it's a one-story house, so there are no stairs.",80,20,40,60,
33,5,4,"Yeah, there wouldn't be stairs, so they wouldn't have a color.",80,20,60,0,
33,5,5,"And I guess the question just tried to confuse you by saying pink, pink, pink, pink, pink, pink, pink, pink, pink, pink, so that your brain automatically went to pink.",80,0,60,40,
33,5,6,"So I will put, there were no stairs left.",0,0,0,0,
33,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
33,6,2,"Um, so, two.",0,0,0,0,
33,6,3,I think.,20,0,0,10,
33,6,4,Have I missed something?,80,20,0,90,
33,6,5,That seems very obvious.,20,0,0,10,
33,6,6,"Um, yeah.",0,0,0,0,
33,6,7,"Two giraffes, two monkeys, two lions, etc., etc.",0,80,0,0,
33,6,8,"So, two.",0,0,0,0,
33,7,1,"The wind blows west. Okay, so right away I thought, shit, I'm terrible with directions.",20,10,0,80,
33,7,2,"Which way is west? The west is, like, my left hand going to my right. Nope.",80,20,0,40,
33,7,3,Right hand. Right hand going to my left. This is why.,0,20,10,0,
33,7,4,Okay. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,0,60,0,0,
33,7,5,"Well, the wind is going to blow the smoke, not the locomotive, so it would blow west.",0,60,40,0,
33,7,6,"Wind blows west. An electric train runs east. Yeah, West.",0,0,0,0,Reading Aloud
33,7,7,I missed something. It's going east. The wind's going west. I'm trying to.,80,40,0,60,
33,7,8,"Yeah, West. Have I missed something? I don't think so. West.",20,10,10,60,
33,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, newspaper and wood, which thing would you light first?",0,0,0,0,Reading Aloud
33,8,2,"Well, I think... I guess if you walk into a dark room, you can't see where the oil lamp, the newspaper, and the wood are.",20,40,10,30,
33,8,3,So you would light the match first.,0,20,0,0,
33,8,4,"Hopefully it's a long match, and then you can look around for something to light.",0,20,10,30,
33,8,5,"Yeah, I think that is what I would do.",0,0,0,0,
33,8,6,You would light the match.,0,0,0,0,
33,9,1,Would it be ethical for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
33,9,2,"Um, I always have trouble with the word.",0,0,0,20,Language Difficulty
33,9,3,So it's basically just his sister-in-law.,0,80,0,0,
33,9,4,"Oh, wait, his widow.",80,20,0,40,
33,9,5,He's the widower.,80,20,0,0,
33,9,6,"So his widow is... Hold on, let me think.",20,60,0,80,
33,9,7,Would it be ethical for a man to marry his sister?,80,20,0,0,
33,9,8,His widow.,0,0,0,0,Reading Aloud
33,9,9,"Well, the man's dead.",80,20,0,0,
33,9,10,So I think it would be impossible to give consent.,20,10,80,10,
33,9,11,Ethical?,0,0,0,0,Question Reiteration
33,9,12,I don't know.,0,0,0,20,
33,9,13,"But I think for the purposes of this question, we'll say it's not ethical because he is dead.",20,10,60,10,
33,9,14,Probably more unwanted than unethical.,20,10,60,10,
33,10,1,Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.,0,0,0,0,Reading Aloud
33,10,2,"Okay. Right away, I'm a proofreader. So I'm like, have I missed a trick here?",20,10,0,80,
33,10,3,"Yeah, because yolk is singular. And that is linked to the verb, which is singular.",20,10,80,10,
33,10,4,"So that is a grammatically correct question, but a yolk of an egg is not white, it is yellow.",80,20,60,0,
33,10,5,So I'm going to put it is grammatically correct. B is grammatically correct.,0,0,80,0,
33,10,6,Grammatically correct.,0,0,0,0,
33,10,7,But let's punctuate it with semicolon. Oh yeah.,0,0,0,0,Task Irrelevance/Diversion
33,10,8,"However, it is not literally correct. A is both grammatically incorrect and literally incorrect. B is grammatically correct, however it is not literally correct.",20,10,80,10,
33,10,9,A is both grammatically incorrect and literally incorrect.,0,0,80,0,
34,1,1,Mary's father had five daughters but no sons.,0,0,0,0,Reading Aloud
34,1,2,What is the fifth daughter name probably?,0,20,0,0,
34,1,3,Mary.,80,20,0,0,
34,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
34,2,2,"Second, if you passed the second, you are second.",0,20,60,0,
34,2,3,So...,20,10,0,30,
34,3,1,It's a stormy night and a plane takes off from the AFK airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
34,3,2,"The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.",20,80,0,10,
34,3,3,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
34,3,4,You don't bury the survivors.,80,20,0,0,
34,3,5,"Survivors keep living, so anywhere.",80,20,40,0,
34,3,6,Survivors keep living so anywhere,80,20,60,0,
34,3,7,survivors keep living,0,0,80,0,
34,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird?",0,20,0,0,Reading Aloud: 80
34,4,2,"A monkey, a squirrel and a bird.",0,0,0,0,Reading Aloud
34,4,3,A bird can't... Yeah.,80,20,0,0,
34,4,4,It can't show if you are going to the top of a... ahhh,80,20,0,40,
34,4,5,so in a coconut tree there are no bananas,80,20,80,0,
34,4,6,so in a coconut tree there are no bananas,80,20,40,10,
34,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.",0,80,0,0,Imagination/Scenario Construction
34,5,2,What color were the stairs?,0,20,0,0,
34,5,3,Probably.,10,0,0,10,
34,5,4,"So, if the house is one story, there are no stairs.",80,20,40,0,
34,5,5,"So, there are no stairs.",0,0,0,0,
34,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
34,6,2,One of each species... doesn't he?,20,60,10,10,
34,6,3,"Yeah, one of each type.",0,0,0,0,
34,6,4,I am not English so I'm going to put,0,0,0,0,Language Comment
34,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? West.,0,20,0,0,
34,7,2,"I think if... I don't think it might... Ah, okay.",80,40,0,60,
34,7,3,There is no smoke if it is an electric train.,80,20,60,10,
34,7,4,There is no smoke.,0,0,0,0,
34,7,5,"Okay, okay, okay, okay, okay.",20,0,0,10,
34,8,1,If you have only one match and you walk into a dark room where there is an oil lamp and newspaper and wood,0,0,0,0,Reading Aloud
34,8,2,Which thing would you light first?,0,0,0,0,Reading Aloud
34,8,3,The match.,0,0,0,0,
34,8,4,Obviously the match.,0,0,0,0,
34,8,5,The match.,0,0,0,0,
34,8,6,"Because if you don't light the match, you can't light anything.",0,0,80,0,
34,9,1,Would it be ethical for a man to marry the sister of his widow? Okay. Sister of his widow.,0,20,0,10,
34,9,2,"Basically, I don't know. Sister, no, I think it wouldn't be. It is the sister of your death wife.",20,10,30,40,
34,9,3,Wait. I am not understanding this. Would it be ethical for a man to marry the sister of his widow?,20,10,0,80,
34,9,4,His widow. She is not widow if he his life she is there is There is no widow if she Alive,80,20,40,60,
34,9,5,"oh, oh, okay, or he can't marry her because he is not alive. I think it is the answer.",80,70,60,40,
34,10,1,Which sentence is correct? A. The jolks of the egg are wife. The jolks of the egg is wife.,0,0,0,0,Reading Aloud
34,10,2,I don't know. I don't know.,0,0,0,80,
34,10,3,The jolk.,0,10,0,0,
34,10,4,I think B.,0,10,0,0,
34,10,5,But I don't know.,0,0,0,20,
34,10,6,I'm gonna say B.,0,10,0,0,
35,1,1,Thank you.,0,0,0,0,Social Comment
35,1,2,you you,20,0,0,0,
35,2,1,"If you were running the roads and the first person in the second place, what place would you be in the...",0,20,0,0,Reading Aloud
35,2,2,In the first...,20,10,0,0,
35,2,3,I thought...,20,10,0,30,
35,3,1,Woah! Woah! Woah! What a tricky question!,20,0,0,10,
35,3,2,So... So... Half plane crashes in the United States? the other half in Canada?,20,80,0,10,
35,3,3,so I don't know the survivors I don't know,20,10,0,60,
35,3,4,I think it should be recording.,0,0,0,0,Unrelated Response
35,3,5,Please.,0,0,0,0,Social Comment
35,3,6,Ruins National. Ruins Country.,0,20,0,0,
35,3,7,"Yeah, I think it's...",20,60,0,10,
35,4,1,Monkey squirrel and the bird are waiting on the top of a coconut tree.,0,0,0,0,Reading Aloud
35,4,2,Who will get the banana first?,0,0,0,0,Reading Aloud
35,4,3,"The monkey, the squirrel and the bird.",0,20,0,0,
35,4,4,So Monkey likes bananas so they will run to catch him first,0,80,40,0,
35,4,5,"The monkey, obviously I love this question",0,10,0,0,
35,5,1,"Now I want to store a pink house, there was a pink person, pink cat, pink fish, oh such a nice home, pink computer, a pink chair, a pink table, a pink tower, a pink shower.",0,80,0,0,Imagination/Scenario Building
35,5,2,Okay now I'm being... Everything was pink.,20,10,0,10,
35,5,3,"And so... The stairs... I don't know, the stairs should be white to contrast the... I don't know, really like pink.",80,90,40,20,
35,5,4,It's a color that makes me throw off.,80,20,0,0,
35,6,1,Whoa! How many of each animal hypnosis got from the Ark?,0,10,0,0,Misreading/Misinterpretation
35,6,2,"Wait, I don't know.",20,0,0,80,
35,6,3,And what? Thousands? More than that? Billions? Trillions?,0,80,0,20,
35,6,4,All of the animals that escaped during the end of the day.,0,20,0,0,
35,7,1,One goes west and electric turn one's east.,0,20,0,0,
35,7,2,And which card not an action?,0,20,0,10,
35,7,3,This is not an open one.,20,10,0,30,
35,7,4,What?,20,0,0,10,
35,7,5,"Oh my god, this is a tricky one.",20,0,0,80,
35,7,6,One goes west and electric turn one piece,0,20,0,0,
35,7,7,"So, the one goes west I think it's west",0,20,0,0,
35,7,8,"Yeah, I think it's west",0,0,0,0,
35,7,9,"I don't know, this is kind of tricky",20,10,0,80,
35,8,1,"If you have another one match and walk into a dark room, where there is an oil lamp, a newspaper and a movie, which thing would you like first?",0,0,0,0,Task Repetition
35,8,2,"So, an oil lamp, newspaper and wood.",0,20,0,0,
35,8,3,"Well, first, I would use a newspaper.",0,20,0,0,
35,8,4,"Wait, you walk into the bathroom.",0,0,0,0,Task Irrelevance/Side Comment
35,8,5,Oil lamp.,0,0,0,0,Reading Aloud
35,8,6,Oil lamp should be the logical one.,0,20,60,0,
35,8,7,Oil lamp.,0,0,0,0,Reading Aloud
35,8,8,I'm going to use purple and the paper.,0,20,0,0,
35,8,9,Maybe wood.,20,80,0,0,
35,8,10,Like the torch is wood.,0,20,0,0,
35,9,1,Would it be ethical for a man to marry my sister.,0,20,0,0,Reading Aloud/Paraphrasing
35,9,2,I know if we saw this one.,0,0,0,20,Memory Recall
35,9,3,"Okay, my sister is there.",0,10,0,0,
35,9,4,"No, I'm there.",20,0,0,10,
35,9,5,So I have to tell you.,0,0,0,0,Social Comment
35,9,6,I have to tell you.,0,0,0,0,Task Repetition
35,9,7,I have to tell you.,0,0,0,0,Task Repetition
35,9,8,She is.,0,0,0,0,Reading Aloud
35,9,9,She has to tell already lost,0,0,0,0,Confused or Disjointed Speech
35,9,10,"But then he should follow his journey, I guess.",0,20,0,10,
35,9,11,He's Jeremy and Mary.,0,20,0,0,
35,9,12,"Oh, what a turn is.",10,20,0,10,
35,9,13,"Yeah, I think it's good.",0,0,10,0,
35,10,1,Which thing this is going on?,20,40,0,60,
35,10,2,The yolk of the egg are white.,0,0,0,0,Reading Aloud
35,10,3,The yolk of the egg is white.,0,0,0,0,Reading Aloud
35,10,4,The yolk of the egg are white,0,0,0,0,Reading Aloud
35,10,5,What is the yolk of the egg?,20,80,0,10,
35,10,6,"I don't know, but the sentence I think it's me because we are talking about something that is singular, not plural.",80,20,80,40,
35,10,7,B,0,0,0,0,Reading Aloud
36,1,1,Mary's father has 5 daughters but no sons,0,0,0,0,Reading Aloud
36,1,2,"Nana, Nanny, Nini, Nonu",0,80,0,0,
36,1,3,What is the 5 daughters name probably?,0,20,0,10,
36,1,4,"Mary, because Mary's father",20,40,80,10,
36,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
36,2,2,"So, you pass the second place, you stay second place.",80,20,40,0,
36,3,1,It's a stormy night and the plane takes off from JFK airport in New York.,0,80,0,0,
36,3,2,The storm worsens in the United States.,0,10,0,0,
36,3,3,Because it's from the...,20,30,0,10,
36,3,4,The plane was coming.,0,10,0,0,
36,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
36,4,2,Who will get the banana first?,0,0,0,0,Reading Aloud
36,4,3,"The monkey, the squirrel or the bird?",0,80,0,0,
36,4,4,So...,20,10,0,30,
36,4,5,It's a coconut tree so I think it doesn't ahead and get the other one.,80,20,40,10,
36,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.",0,80,0,0,
36,5,2,What color were the stairs probably?,0,0,0,0,Reading Aloud
36,5,3,It says one-story pink house so it doesn't have stairs.,80,20,60,0,
36,5,4,and,0,0,0,0,
36,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
36,6,2,"Two of each animal, yes.",0,10,0,0,
36,7,1,"The wind blows west, an electric train runs east in which cardinal direction does the smoke from the locomotive blow.",0,20,0,0,Reading Aloud
36,7,2,So the locomotive is electric so I don't think it has smoke so it doesn't direction.,80,20,60,10,
36,7,3,Electric.,20,10,0,0,
36,8,1,"If you have only one match and you walk into a dark room where there is a lamp, a newspaper and wood, which thing would you light first?",0,0,0,0,Reading Aloud
36,8,2,I think I would light first wood because it gives us light because of the fire.,0,80,80,0,
36,9,1,Would it be ethical for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
36,9,2,The man is dead.,80,20,0,0,
36,10,1,Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.,0,0,0,0,Reading Aloud
36,10,2,I think it's B.,0,0,0,0,
37,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
37,1,2,"Nana, Nene, Nene, Nono.",0,20,0,0,
37,1,3,What is the fifth daughter's name probably.,0,20,0,10,Reading Aloud
37,1,4,"Nana, Nee, Nene, Nene, Nene, Neno, Nunu, Nunu.",0,80,0,0,
37,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
37,2,2,First place?,0,20,0,0,
37,2,3,"Oh, second place.",80,20,0,0,
37,2,4,What am I talking about?,20,10,0,80,
37,2,5,Second place.,0,0,0,0,
37,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,
37,3,2,"The storm worsens and the plane crashes half-lands in the United States, the other half-lands in Canada, in which country do you bury the survivors?",80,90,0,10,
37,3,3,"It's dependent upon their nationality, I suppose.",20,60,40,10,
37,3,4,Yeah.,0,0,0,0,
37,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
37,4,2,We'll get to banana first.,0,20,0,0,
37,4,3,"The monkey, the squirrel, or the bird?",20,80,0,0,
37,4,4,"I mean, if it's banana, I'm going to say monkey.",0,80,20,0,
37,4,5,"But a bird has the ability to fly, so perhaps the bird.",20,80,60,0,
37,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imaginative Scenario Construction
37,5,2,Everything was pink.,0,0,0,0,Reading Aloud
37,5,3,"What color were the stairs, probably?",0,20,0,0,Reading Aloud
37,5,4,Pink?,20,10,0,0,
37,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
37,6,2,Two.,0,0,0,0,
37,6,3,In order for them to procreate.,0,20,80,0,
37,6,4,A male and a female.,0,20,40,0,
37,7,1,"The wind blows west, an electric train runs east, in which cardinal direction does a smoke from a locomotive blow.",0,20,0,0,Reading Aloud
37,7,2,"Wind blows west, train runs east.",0,0,0,0,Reading Aloud
37,7,3,I'm not familiar with cardinal direction technically I'm gonna say west no east,20,40,0,10,
37,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and a wood, which thing would you light first?",0,0,0,0,Reading Aloud
37,8,2,"I would say the oil lamp first, followed by the newspaper and then the wood.",0,80,0,0,
37,9,1,It would be ethical for a man to marry the sister of his widow.,0,20,0,0,
37,9,2,The sister of his widow.,0,20,0,0,
37,9,3,"I mean, these are not blood related.",20,30,60,10,
37,9,4,Yeah.,0,0,0,0,Social Comment
37,10,1,Which sentence is correct?,0,0,0,0,Reading Aloud
37,10,2,The yolk of the egg are white.,0,0,0,0,Reading Aloud
37,10,3,Or the yolk of the egg is white.,0,20,0,0,
37,10,4,The yolk of the egg is white.,0,0,0,0,Reading Aloud
37,10,5,R is an incorrect.,80,0,0,20,
37,10,6,B.,0,0,0,0,Reading Aloud
38,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
38,1,2,"Nana, Nini, Nini, Nono, what was the fifth daughter's name probably?",0,80,0,20,
38,1,3,Probably Nunu because it's a vowel.,0,80,80,0,
38,1,4,So yeah.,0,0,0,0,
38,1,5,Nunu.,0,0,0,0,
38,2,1,"If you were running a race and you passed the person in second place, what place would you be in now",0,0,0,0,Reading Aloud
38,2,2,first?,0,0,0,0,Reading Aloud
38,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
38,3,2,"The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.",20,80,0,10,
38,3,3,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
38,3,4,That would be the country they came from.,0,20,40,0,
38,3,5,"So if the passengers are American, vary in the US.",0,60,20,0,
38,3,6,"If passengers are Canadian, vary them in Canada.",0,80,20,0,
38,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
38,4,2,Who will get the banana f-,0,20,0,0,
38,4,3,"You can't get the banana, it's a coconut tree.",80,20,60,0,
38,4,4,"Um, who will get the banana first, the monkey, the squirrel or the bird?",0,20,0,0,
38,4,5,"Uh, none.",80,20,0,0,
38,4,6,It's a coconut tree.,80,0,20,0,
38,4,7,Nice try though.,0,0,0,0,Social Comment
38,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imagination/Scenario Construction
38,5,2,Everything was pink.,0,0,0,0,
38,5,3,What color were the stairs probably?,0,0,0,0,Reading Aloud
38,5,4,I mean probably pink?,0,20,0,0,
38,5,5,This feels like it should be a trick question but I don't think so.,80,20,0,60,
38,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
38,6,2,"Moses didn't do the ark,",80,20,0,0,
38,6,3,way of saying it's a nice story but I don't think it happened,80,0,60,20,
38,7,1,"The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotor...",0,20,0,0,Reading Aloud
38,7,2,"There's no smoke, it's electric!",80,20,80,0,
38,7,3,T-Trixie question.,0,0,0,0,Social Comment
38,7,4,"No smoke, it's an electric train.",80,20,80,0,
38,7,5,I don't think there's anything more to it than it.,0,0,0,80,
38,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?",0,0,0,0,Reading Aloud
38,8,2,Probably the oil lamp.,0,20,0,0,
38,8,3,You've had some tricksy questions though so now I'm more suspicious of this question.,80,20,0,60,
38,8,4,I mean surely if you light the lamp you can then use that flame to light wood in a fire?,20,60,80,10,
38,8,5,Sure let's just go with the oil lamp.,0,0,0,0,
38,9,1,Would it be ethical for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
38,9,2,"I mean, ethics are personal.",0,0,20,0,
38,9,3,"I mean, didn't they advise that in the Bible?",0,20,40,0,
38,9,4,"But it's a bit dull, didn't it?",0,0,0,0,Social Comment
38,9,5,"I mean, for me, I don't know, because it's not something I do, but does that mean it's unethical?",20,10,30,40,
38,9,6,Not necessarily.,20,10,10,10,
38,9,7,Depends entirely on the couple involved.,0,20,10,0,
38,9,8,Less a question of ethics than a question of personal preference.,20,40,30,10,
38,10,1,Which sentence is correct?,0,0,0,0,Reading Aloud
38,10,2,"A the yolk of the egg are white, no.",80,20,0,20,
38,10,3,B the yolk of the egg is... wait what?,80,20,0,40,
38,10,4,Oh grammatically correct.,20,0,10,0,
38,10,5,Well B is correct grammatically.,0,0,80,0,
38,10,6,I spell grammatically correctly but both are incorrect factually.,80,20,60,40,
